 
Rerun routine. 
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0167141441
p0_2    0.9251096574
p0_3    0.9178062200
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.656598456557898
crra_  0.169549566217946
crrat_  0.731402696645183
wgap_raw  -1.459922765706636
d  0.898912735385797
line  4.015996258322179
A1  -0.180719831624498
AC_sub  0.105419901780957
sel  -1.104398971038599
pid_  -1.003999064580545
PHID_  1.002608029533591
jobdif_  0.880507179637138
Jcenter  1.631518571183292
plocal_  0.501999532290272
muw  0.240256881079059
sw  -1.001603451084378
Xi  1.807198316244981
wc  1.993314267463337
LA0  0.199097284519827
 
GMM =       295.55171196
time =       181.78695310
 data and simulated moments 
scommiles      8.66691216      8.59115932
shcommiles_dif     -2.70849410     -2.71840067
swcommiles_difw     -0.29730105     -0.04112973
whours_pww_dif   -671.54653071   -722.62193678
hhours_pww   2206.54212703   2130.55289481
hhours_pwn_dif     63.10283874    209.44723339
shours   1873.12607014   1883.03495802
whwk_pww    973.91420861   1022.47943633
whwk_pwn_dif    683.00321900    670.14943132
hhwk_pww_dif   -604.50613192   -631.80452635
hhwk_pwn_difhpww    -50.52416769   -115.44959801
shwk    495.34145666    494.07959480
wlfp_dif     -0.22074336     -0.15153574
hlfp      0.97377889      0.95318290
wagegap_hw_withn     -0.24397495     -0.24441568
hdj     20.27689349     20.16107891
hdo     20.02657681     20.07658874
d_jobjob_all_psid     17.30000361     15.01598986
d_jobjob_hwithin_psid     16.26666944     14.49673757
d_jobjob_hw_actual      9.74049414     11.32790588
scity_dif      0.07038010      0.09558313
sdo_dif     -1.69306874     -1.51564576
wdo_dif      0.02794151      0.07283299
abs_hdo_wdo      1.86223858      1.75772127
betacom_w     -0.10535006     -0.12430665
betalfp_w     -0.00158860     -0.00571306
betahrs_w     -2.48452209     -2.85070979
betahrs0_w     -5.14604086     -8.14304099
betahwk_w      3.28461779      4.92587092
betacom      0.70642426      1.00704878
betalfp     -0.00192247     -0.00357530
betahrs     -4.93468120    -18.52667035
betahrs0     -5.46210312    -23.73229092
betahwk     -1.06397872      2.20212596
betalwg_w     -0.00117863     -0.00145266
sdj_dif     -1.40987482     -1.43193570
shouseexp      0.19300000      0.19751773
scity      0.39191477      0.33412148
sjobscity      0.49779057      0.61997308
p_gradient     -0.00876873     -0.00757505
p_gradient_simple      0.07276506      0.11346566
snmarried      0.14490000      0.14495636
L      0.53600000      0.54961544
clmm      0.00000000      0.16906964
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.07575284     -0.15972280
shcommiles_dif      0.00990657     -0.02718200
swcommiles_difw     -0.25617132      0.02716936
whours_pww_dif     51.07540607     -0.25992111
hhours_pww     75.98923222     -0.63635639
hhours_pwn_dif   -146.34439465      0.64068669
shours     -9.90888788      0.03561778
whwk_pww    -48.56522771      0.49016947
whwk_pwn_dif     12.85378767     -0.04398540
hhwk_pww_dif     27.29839442     -0.25559593
hhwk_pwn_difhpww     64.92543032     -0.47405368
shwk      1.26186186     -0.00686581
wlfp_dif     -0.06920762      0.71278349
hlfp      0.02059600     -0.51778156
wagegap_hw_withn      0.00044073     -0.01026410
hdj      0.11581458     -1.05607916
hdo     -0.05001193      0.04442444
d_jobjob_all_psid      2.28401375     -0.65024686
d_jobjob_hwithin_psid      1.76993187     -0.50282799
d_jobjob_hw_actual     -1.58741173      0.28119126
scity_dif     -0.02520303      0.12055464
sdo_dif     -0.17742298      0.07807038
wdo_dif     -0.04489147      0.01326899
abs_hdo_wdo      0.10451731     -0.11246887
betacom_w      0.01895659     -0.02952072
betalfp_w      0.00412446     -1.68698583
betahrs_w      0.36618770     -0.61637205
betahrs0_w      2.99700013     -0.53002243
betahwk_w     -1.64125313      0.14271440
betacom     -0.30062452      0.13587379
betalfp      0.00165283     -0.09297216
betahrs     13.59198915     -0.35391781
betahrs0     18.27018780     -0.52293907
betahwk     -3.26610467      0.05480939
betalwg_w      0.00027403     -0.01429893
sdj_dif      0.02206088     -0.10357729
shouseexp     -0.00451773      0.14286323
scity      0.05779329     -0.39520221
sjobscity     -0.12218250      0.63566788
p_gradient     -0.00119367      0.02457692
p_gradient_simple     -0.04070060      1.01585880
snmarried     -0.00005636      0.00084121
L     -0.01361544      0.00259368
clmm     -0.16906964     16.90696398
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.7287378831
NLY    0.0000000000
eta_    0.1917595505
crra_    1.1836898798
crrat_    2.0635819348
crrah_    1.1836898798
pi_    0.4745266207
piw_    0.5536012948
piel_    0.4719526616
crrax_    0.6567518237
pish_    0.3828961404
wgap_raw   -0.2322323222
d   24.5275639406
line    1.9527395581
AS1    0.0000000000
A1   -0.1801650581
AC_sub    0.1050962839
sel    0.3325354897
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3675422542
PHID_    2.7195303277
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4056116603
Jcenter    5.5318910150
plocal_    0.6225670731
Jseg    0.7055980000
muw    0.2400256886
sw    0.3678030119
Xi    6.0596411442
wc    7.3917178496
LA0    0.5496154422
THETA    1.6563508996
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0281838567
p0_2    0.9211641762
p0_3    0.9146269516
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.651513032769331
crra_  0.168636576271956
crrat_  0.724443276119262
wgap_raw  -1.460017019599791
d  0.897212450953031
line  4.003667958228682
A1  -0.180165058120291
AC_sub  0.105096283903503
sel  -1.101008688512887
pid_  -1.000916989557171
PHID_  1.000459191774250
jobdif_  0.877804199841638
Jcenter  1.710529712781516
plocal_  0.500458494778585
muw  0.240025688589155
sw  -1.000207777906911
Xi  1.801650581202907
wc  2.000360163914979
LA0  0.199117046782437
 
GMM =        72.92494069
time =       161.63265570
 data and simulated moments 
scommiles      8.66691216      8.45479616
shcommiles_dif     -2.70849410     -2.72016217
swcommiles_difw     -0.29730105     -0.12730994
whours_pww_dif   -671.54653071   -720.80949627
hhours_pww   2206.54212703   2128.66037584
hhours_pwn_dif     63.10283874    211.33951342
shours   1873.12607014   1882.16851087
whwk_pww    973.91420861   1022.41857958
whwk_pwn_dif    683.00321900    669.25966492
hhwk_pww_dif   -604.50613192   -631.12046537
hhwk_pwn_difhpww    -50.52416769   -115.04413580
shwk    495.34145666    494.70338721
wlfp_dif     -0.22074336     -0.15096957
hlfp      0.97377889      0.95419082
wagegap_hw_withn     -0.24397495     -0.24319503
hdj     20.27689349     20.35384351
hdo     20.02657681     20.25377867
d_jobjob_all_psid     17.30000361     15.58269316
d_jobjob_hwithin_psid     16.26666944     15.06044173
d_jobjob_hw_actual      9.74049414     11.52486143
scity_dif      0.07038010      0.09434496
sdo_dif     -1.69306874     -1.47252381
wdo_dif      0.02794151      0.07865378
abs_hdo_wdo      1.86223858      1.95357403
betacom_w     -0.10535006     -0.12053335
betalfp_w     -0.00158860     -0.00566648
betahrs_w     -2.48452209     -2.94488958
betahrs0_w     -5.14604086     -8.30730482
betahwk_w      3.28461779      4.94278363
betacom      0.70642426      0.99085760
betalfp     -0.00192247     -0.00360451
betahrs     -4.93468120    -19.02201949
betahrs0     -5.46210312    -24.09755977
betahwk     -1.06397872      2.35209211
betalwg_w     -0.00117863     -0.00137907
sdj_dif     -1.40987482     -1.37247699
shouseexp      0.19300000      0.19662160
scity      0.39191477      0.33056638
sjobscity      0.49779057      0.60166688
p_gradient     -0.00876873     -0.00629228
p_gradient_simple      0.07276506      0.09150028
snmarried      0.14490000      0.14492679
L      0.53600000      0.54961041
clmm      0.00000000     -0.08037940
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.21211600     -0.44724080
shcommiles_dif      0.01166807     -0.03201528
swcommiles_difw     -0.16999111      0.01802915
whours_pww_dif     49.26296555     -0.25069766
hhours_pww     77.88175119     -0.65220490
hhours_pwn_dif   -148.23667468      0.64897098
shours     -9.04244073      0.03250331
whwk_pww    -48.50437097      0.48955524
whwk_pwn_dif     13.74355408     -0.04703017
hhwk_pww_dif     26.61433345     -0.24919104
hhwk_pwn_difhpww     64.51996812     -0.47109319
shwk      0.63806945     -0.00347175
wlfp_dif     -0.06977378      0.71861452
hlfp      0.01958807     -0.49244242
wagegap_hw_withn     -0.00077993      0.01816363
hdj     -0.07695002      0.70168468
hdo     -0.22720186      0.20181817
d_jobjob_all_psid      1.71731045     -0.48890937
d_jobjob_hwithin_psid      1.20622771     -0.34268271
d_jobjob_hw_actual     -1.78436729      0.31607961
scity_dif     -0.02396486      0.11463208
sdo_dif     -0.22054493      0.09704507
wdo_dif     -0.05071227      0.01498950
abs_hdo_wdo     -0.09133545      0.09828415
betacom_w      0.01518329     -0.02364463
betalfp_w      0.00407789     -1.66793712
betahrs_w      0.46036750     -0.77489674
betahrs0_w      3.16126396     -0.55907265
betahwk_w     -1.65816584      0.14418504
betacom     -0.28443334      0.12855584
betalfp      0.00168204     -0.09461503
betahrs     14.08733829     -0.36681606
betahrs0     18.63545665     -0.53339399
betahwk     -3.41607082      0.05732601
betalwg_w      0.00020044     -0.01045884
sdj_dif     -0.03739784      0.17558533
shouseexp     -0.00362160      0.11452511
scity      0.06134839     -0.41951269
sjobscity     -0.10387631      0.54042791
p_gradient     -0.00247645      0.05098831
p_gradient_simple     -0.01873522      0.46761812
snmarried     -0.00002679      0.00039993
L     -0.01361041      0.00259272
clmm      0.08037940     -8.03793951
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9888047188
NLY    0.0000000000
eta_    0.1902227023
crra_    1.1851265404
crrat_    2.0806346034
crrah_    1.1851265404
pi_    0.4713055517
piw_    0.5544735792
piel_    0.4758527017
crrax_    0.6622994051
pish_    0.3795122768
wgap_raw   -0.2322278335
d   24.5666774282
line    1.9536101924
AS1    0.0000000000
A1   -0.1810428846
AC_sub    0.1056083494
sel    0.3307563809
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3657541826
PHID_    2.7269557426
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4159224128
Jcenter    4.9118145916
plocal_    0.6231398720
Jseg    0.7055980000
muw    0.2402303888
sw    0.3672764139
Xi    6.1130684369
wc    7.3772064938
LA0    0.5496104099
THETA    1.6576498407
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0108191078
p0_2    0.9262862193
p0_3    0.9185820940
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.659559775767542
crra_  0.169849554049935
crrat_  0.732672944987333
wgap_raw  -1.460036348466114
d  0.898805855586742
line  4.023175213981922
A1  -0.181042884629187
AC_sub  0.105608349367025
sel  -1.106373183845029
pid_  -1.005793803495481
PHID_  1.003185874378078
jobdif_  0.882081165665537
Jcenter  1.591643444122148
plocal_  0.502896901747740
muw  0.240230388796896
sw  -1.001640542907920
Xi  1.810428846291865
wc  1.998395043076254
LA0  0.199096717618517
 
GMM =       200.19940602
time =        96.27692280
 data and simulated moments 
scommiles      8.66691216      8.48446083
shcommiles_dif     -2.70849410     -2.71602596
swcommiles_difw     -0.29730105     -0.10925196
whours_pww_dif   -671.54653071   -721.06618406
hhours_pww   2206.54212703   2128.77915555
hhours_pwn_dif     63.10283874    211.22068906
shours   1873.12607014   1882.02279180
whwk_pww    973.91420861   1022.50680712
whwk_pwn_dif    683.00321900    669.42336707
hhwk_pww_dif   -604.50613192   -631.26716679
hhwk_pwn_difhpww    -50.52416769   -115.15142581
shwk    495.34145666    494.63410330
wlfp_dif     -0.22074336     -0.15111076
hlfp      0.97377889      0.95365448
wagegap_hw_withn     -0.24397495     -0.24347764
hdj     20.27689349     20.28314477
hdo     20.02657681     20.18748685
d_jobjob_all_psid     17.30000361     15.41721331
d_jobjob_hwithin_psid     16.26666944     14.89723495
d_jobjob_hw_actual      9.74049414     11.46406815
scity_dif      0.07038010      0.09478193
sdo_dif     -1.69306874     -1.48374329
wdo_dif      0.02794151      0.07689554
abs_hdo_wdo      1.86223858      1.90093938
betacom_w     -0.10535006     -0.12151598
betalfp_w     -0.00158860     -0.00565876
betahrs_w     -2.48452209     -2.94673620
betahrs0_w     -5.14604086     -8.23339373
betahwk_w      3.28461779      4.92555742
betacom      0.70642426      0.99435391
betalfp     -0.00192247     -0.00360800
betahrs     -4.93468120    -18.90542659
betahrs0     -5.46210312    -24.02975342
betahwk     -1.06397872      2.32391788
betalwg_w     -0.00117863     -0.00139985
sdj_dif     -1.40987482     -1.38815121
shouseexp      0.19300000      0.19661700
scity      0.39191477      0.33137903
sjobscity      0.49779057      0.60649465
p_gradient     -0.00876873     -0.00658627
p_gradient_simple      0.07276506      0.09642996
snmarried      0.14490000      0.14494622
L      0.53600000      0.54965097
clmm      0.00000000     -0.13865704
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.18245133     -0.38469366
shcommiles_dif      0.00753186     -0.02066619
swcommiles_difw     -0.18804909      0.01994436
whours_pww_dif     49.51965335     -0.25200394
hhours_pww     77.76297147     -0.65121021
hhours_pwn_dif   -148.11785031      0.64845077
shours     -8.89672166      0.03197952
whwk_pww    -48.59259851      0.49044572
whwk_pwn_dif     13.57985192     -0.04646998
hhwk_pww_dif     26.76103487     -0.25056461
hhwk_pwn_difhpww     64.62725813     -0.47187657
shwk      0.70735336     -0.00384872
wlfp_dif     -0.06963260      0.71716044
hlfp      0.02012441     -0.50592600
wagegap_hw_withn     -0.00049732      0.01158200
hdj     -0.00625128      0.05700361
hdo     -0.16091003      0.14293267
d_jobjob_all_psid      1.88279030     -0.53602062
d_jobjob_hwithin_psid      1.36943449     -0.38904887
d_jobjob_hw_actual     -1.72357401      0.30531080
scity_dif     -0.02440183      0.11672224
sdo_dif     -0.20932545      0.09210823
wdo_dif     -0.04895403      0.01446980
abs_hdo_wdo     -0.03870081      0.04164512
betacom_w      0.01616592     -0.02517487
betalfp_w      0.00407017     -1.66477966
betahrs_w      0.46221412     -0.77800500
betahrs0_w      3.08735287     -0.54600140
betahwk_w     -1.64093963      0.14268714
betacom     -0.28792965      0.13013607
betalfp      0.00168553     -0.09481123
betahrs     13.97074539     -0.36378013
betahrs0     18.56765030     -0.53145320
betahwk     -3.38789660      0.05685321
betalwg_w      0.00022122     -0.01154315
sdj_dif     -0.02172361      0.10199381
shouseexp     -0.00361700      0.11437959
scity      0.06053574     -0.41395566
sjobscity     -0.10870408      0.56554488
p_gradient     -0.00218246      0.04493533
p_gradient_simple     -0.02366490      0.59065951
snmarried     -0.00004622      0.00068989
L     -0.01365097      0.00260045
clmm      0.13865704    -13.86570403
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.8169290588
NLY    0.0000000000
eta_    0.1903886866
crra_    1.1845438711
crrat_    2.0698033924
crrah_    1.1845438711
pi_    0.4731087158
piw_    0.5538865817
piel_    0.4733755435
crrax_    0.6587870466
pish_    0.3814718003
wgap_raw   -0.2321858416
d   24.5281642392
line    1.9535165654
AS1    0.0000000000
A1   -0.1809477357
AC_sub    0.1055528458
sel    0.3309487603
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3659475732
PHID_    2.7238715448
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4148026833
Jcenter    5.0657728841
plocal_    0.6230778021
Jseg    0.7055980000
muw    0.2399524681
sw    0.3676686373
Xi    6.1072546865
wc    7.3856289043
LA0    0.5496509697
THETA    1.6566512285
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0133209436
p0_2    0.9238597542
p0_3    0.9164800312
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.658687577613215
crra_  0.169357781619613
crrat_  0.727453623258728
wgap_raw  -1.460217186792212
d  0.897236925100741
line  4.021060794213852
A1  -0.180947735739623
AC_sub  0.105552845848114
sel  -1.105791718408810
pid_  -1.005265198553463
PHID_  1.002054230337367
jobdif_  0.881617579131387
Jcenter  1.622506719174370
plocal_  0.502632599276732
muw  0.239952468077612
sw  -1.000573188531551
Xi  1.809477357396235
wc  1.999536072048021
LA0  0.199260571101527
 
GMM =        26.23566754
time =        82.42351600
 data and simulated moments 
scommiles      8.66691216      8.50438574
shcommiles_dif     -2.70849410     -2.72101407
swcommiles_difw     -0.29730105     -0.09643887
whours_pww_dif   -671.54653071   -721.49928414
hhours_pww   2206.54212703   2129.44015844
hhours_pwn_dif     63.10283874    210.55985842
shours   1873.12607014   1882.61521889
whwk_pww    973.91420861   1022.40492489
whwk_pwn_dif    683.00321900    669.59721929
hhwk_pww_dif   -604.50613192   -631.35794621
hhwk_pwn_difhpww    -50.52416769   -115.19442351
shwk    495.34145666    494.45037304
wlfp_dif     -0.22074336     -0.15113927
hlfp      0.97377889      0.95393911
wagegap_hw_withn     -0.24397495     -0.24361549
hdj     20.27689349     20.29591603
hdo     20.02657681     20.20154690
d_jobjob_all_psid     17.30000361     15.39521498
d_jobjob_hwithin_psid     16.26666944     14.87457141
d_jobjob_hw_actual      9.74049414     11.46222189
scity_dif      0.07038010      0.09473463
sdo_dif     -1.69306874     -1.48723539
wdo_dif      0.02794151      0.07649628
abs_hdo_wdo      1.86223858      1.88477024
betacom_w     -0.10535006     -0.12174777
betalfp_w     -0.00158860     -0.00569112
betahrs_w     -2.48452209     -2.90345636
betahrs0_w     -5.14604086     -8.26611766
betahwk_w      3.28461779      4.94219236
betacom      0.70642426      0.99664594
betalfp     -0.00192247     -0.00359083
betahrs     -4.93468120    -18.84857396
betahrs0     -5.46210312    -23.96345552
betahwk     -1.06397872      2.29775926
betalwg_w     -0.00117863     -0.00140263
sdj_dif     -1.40987482     -1.39310775
shouseexp      0.19300000      0.19702789
scity      0.39191477      0.33186163
sjobscity      0.49779057      0.60802516
p_gradient     -0.00876873     -0.00677836
p_gradient_simple      0.07276506      0.09965019
snmarried      0.14490000      0.14491424
L      0.53600000      0.54959530
clmm      0.00000000      0.04272524
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.16252642     -0.34268253
shcommiles_dif      0.01251997     -0.03435276
swcommiles_difw     -0.20086218      0.02130331
whours_pww_dif     49.95275342     -0.25420797
hhours_pww     77.10196858     -0.64567477
hhours_pwn_dif   -147.45701968      0.64555770
shours     -9.48914875      0.03410901
whwk_pww    -48.49071627      0.48941742
whwk_pwn_dif     13.40599971     -0.04587506
hhwk_pww_dif     26.85181429     -0.25141458
hhwk_pwn_difhpww     64.67025582     -0.47219052
shwk      0.89108362     -0.00484840
wlfp_dif     -0.06960408      0.71686678
hlfp      0.01983978     -0.49877033
wagegap_hw_withn     -0.00035947      0.00837157
hdj     -0.01902254      0.17346095
hdo     -0.17497009      0.15542190
d_jobjob_all_psid      1.90478863     -0.54228343
d_jobjob_hwithin_psid      1.39209803     -0.39548746
d_jobjob_hw_actual     -1.72172775      0.30498376
scity_dif     -0.02435454      0.11649601
sdo_dif     -0.20583336      0.09057162
wdo_dif     -0.04855477      0.01435179
abs_hdo_wdo     -0.02253166      0.02424585
betacom_w      0.01639772     -0.02553584
betalfp_w      0.00410252     -1.67801286
betahrs_w      0.41893428     -0.70515579
betahrs0_w      3.12007680     -0.55178866
betahwk_w     -1.65757457      0.14413363
betacom     -0.29022168      0.13117200
betalfp      0.00166836     -0.09384532
betahrs     13.91389276     -0.36229976
betahrs0     18.50135240     -0.52955559
betahwk     -3.36173798      0.05641423
betalwg_w      0.00022400     -0.01168852
sdj_dif     -0.01676708      0.07872255
shouseexp     -0.00402789      0.12737294
scity      0.06005314     -0.41065552
sjobscity     -0.11023459      0.57350755
p_gradient     -0.00199036      0.04098023
p_gradient_simple     -0.02688513      0.67103415
snmarried     -0.00001424      0.00021258
L     -0.01359530      0.00258984
clmm     -0.04272524      4.27252404
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.9439022526
NLY    0.0000000000
eta_    0.1908450605
crra_    1.1847260727
crrat_    2.0775448827
crrah_    1.1847260727
pi_    0.4719892892
piw_    0.5543297142
piel_    0.4751460654
crrax_    0.6612891313
pish_    0.3802021961
wgap_raw   -0.2322478631
d   24.5654877634
line    1.9532586332
AS1    0.0000000000
A1   -0.1806865507
AC_sub    0.1054004879
sel    0.3314774195
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3664789587
PHID_    2.7249153554
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4117316772
Jcenter    5.1151064457
plocal_    0.6229073986
Jseg    0.7055980000
muw    0.2402568952
sw    0.3673464668
Xi    6.0913242659
wc    7.3801577513
LA0    0.5495953035
THETA    1.6576081123
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0177771657
p0_2    0.9248867328
p0_3    0.9176034072
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
Tx    5.1813471503
Tl    5.1813471503
 
 parameter value - raw inputs
eta_  -1.656293381715444
crra_  0.169511585620510
crrat_  0.731186851716417
wgap_raw  -1.459950102315402
d  0.898757428460731
line  4.015256682946532
A1  -0.180686550732594
AC_sub  0.105400487927346
sel  -1.104195587810296
pid_  -1.003814170736633
PHID_  1.002437365408079
jobdif_  0.880345027736027
Jcenter  1.632198209683767
plocal_  0.501907085368317
muw  0.240256895201659
sw  -1.001449824902098
Xi  1.806865507325940
wc  1.998795013896349
LA0  0.199035691223762
 
GMM =       204.36971235
time =        95.01173290
 data and simulated moments 
scommiles      8.66691216      8.49668967
shcommiles_dif     -2.70849410     -2.71468099
swcommiles_difw     -0.29730105     -0.13271656
whours_pww_dif   -671.54653071   -721.90521915
hhours_pww   2206.54212703   2128.61351627
hhours_pwn_dif     63.10283874    211.38630933
shours   1873.12607014   1881.58218179
whwk_pww    973.91420861   1022.78157156
whwk_pwn_dif    683.00321900    668.84470769
hhwk_pww_dif   -604.50613192   -631.58636655
hhwk_pwn_difhpww    -50.52416769   -114.69080069
shwk    495.34145666    494.68262427
wlfp_dif     -0.22074336     -0.15177624
hlfp      0.97377889      0.95255204
wagegap_hw_withn     -0.24397495     -0.24356728
hdj     20.27689349     20.30007857
hdo     20.02657681     20.20420721
d_jobjob_all_psid     17.30000361     15.42700456
d_jobjob_hwithin_psid     16.26666944     14.90966715
d_jobjob_hw_actual      9.74049414     11.47180809
scity_dif      0.07038010      0.09504111
sdo_dif     -1.69306874     -1.48897907
wdo_dif      0.02794151      0.07692492
abs_hdo_wdo      1.86223858      1.90569043
betacom_w     -0.10535006     -0.12145616
betalfp_w     -0.00158860     -0.00553554
betahrs_w     -2.48452209     -2.97832979
betahrs0_w     -5.14604086     -7.97402872
betahwk_w      3.28461779      4.81694303
betacom      0.70642426      0.99101297
betalfp     -0.00192247     -0.00361660
betahrs     -4.93468120    -18.89046140
betahrs0     -5.46210312    -23.99520525
betahwk     -1.06397872      2.34318437
betalwg_w     -0.00117863     -0.00140726
sdj_dif     -1.40987482     -1.39296048
shouseexp      0.19300000      0.19638887
scity      0.39191477      0.33130467
sjobscity      0.49779057      0.60651045
p_gradient     -0.00876873     -0.00655180
p_gradient_simple      0.07276506      0.09599438
snmarried      0.14490000      0.14494673
L      0.53600000      0.54961442
clmm      0.00000000      0.14018943
 
 data and simulated moments: and dif and weighted dif 
scommiles      0.17022249     -0.35890947
shcommiles_dif      0.00618689     -0.01697582
swcommiles_difw     -0.16458449      0.01745572
whours_pww_dif     50.35868844     -0.25627376
hhours_pww     77.92861076     -0.65259732
hhours_pwn_dif   -148.28347059      0.64917585
shours     -8.45611165      0.03039573
whwk_pww    -48.86736295      0.49321892
whwk_pwn_dif     14.15851131     -0.04845014
hhwk_pww_dif     27.08023463     -0.25355329
hhwk_pwn_difhpww     64.16663301     -0.46851331
shwk      0.65883239     -0.00358472
wlfp_dif     -0.06896712      0.71030650
hlfp      0.02122685     -0.53364117
wagegap_hw_withn     -0.00040768      0.00949433
hdj     -0.02318508      0.21141795
hdo     -0.17763040      0.15778499
d_jobjob_all_psid      1.87299905     -0.53323310
d_jobjob_hwithin_psid      1.35700229     -0.38551695
d_jobjob_hw_actual     -1.73131395      0.30668184
scity_dif     -0.02466101      0.11796200
sdo_dif     -0.20408967      0.08980436
wdo_dif     -0.04898341      0.01447849
abs_hdo_wdo     -0.04345185      0.04675762
betacom_w      0.01610610     -0.02508171
betalfp_w      0.00394694     -1.61437672
betahrs_w      0.49380771     -0.83118375
betahrs0_w      2.82798786     -0.50013244
betahwk_w     -1.53232524      0.13324263
betacom     -0.28458871      0.12862606
betalfp      0.00169413     -0.09529531
betahrs     13.95578020     -0.36339046
betahrs0     18.53310213     -0.53046435
betahwk     -3.40716308      0.05717653
betalwg_w      0.00022863     -0.01193019
sdj_dif     -0.01691435      0.07941398
shouseexp     -0.00338887      0.10716555
scity      0.06061010     -0.41446414
sjobscity     -0.10871988      0.56562711
p_gradient     -0.00221693      0.04564501
p_gradient_simple     -0.02322932      0.57978778
snmarried     -0.00004673      0.00069752
L     -0.01361442      0.00259348
clmm     -0.14018943     14.01894300
 
 parameter value
wa   24.3827510790
b    0.0018814014
ce_    1.0000000000
ces_    1.0000000000
le_   12.8320478469
NLY    0.0000000000
eta_    0.1900892238
crra_    1.1847182834
crrat_    2.0708971186
crrah_    1.1847182834
pi_    0.4728611994
piw_    0.5539797304
piel_    0.4736256848
crrax_    0.6591316786
pish_    0.3812147949
wgap_raw   -0.2321763590
d   24.5439655430
line    1.9536854128
AS1    0.0000000000
A1   -0.1811194602
AC_sub    0.1056530184
sel    0.3306016359
dmin    0.0000000000
AC2    0.0000000000
pid_    0.3655986167
PHID_    2.7239905259
gamd_ 2000.0000000000
deltaw_    0.5000000000
jobdif_    2.4168239447
Jcenter    5.0715106826
plocal_    0.6231898227
Jseg    0.7055980000
muw    0.2400751809
sw    0.3722603952
Xi    6.1177513438
wc    7.3859623117
LA0    0.5496144186
THETA    1.6553068858
THETAHW    0.0000000000
sigmam    1.0000000000
lsbar    0.2671232877
MtoF    1.0000000000
sstaysingleh    0.1449000000
sstaysinglew    0.1449000000
mm    0.0000000000
wb    0.0000000000
typeic    3.7000000000
ic0_    0.0000000000
p0_1    1.0109950056
p0_2    0.9221586488
p0_3    0.9147568379
wfh    0.0000000000
hs_wfh    1.0000000000
p0_4    1.0000000000
wfh_share    1.0000000000
Sup1    0.0000000000
SupS    0.0000000000
